Pattern ID,Pattern,MB Pattern Type,S,R1,a,C2,b,R1,c,C3,d,P,e,E1,C1
650,3,s r1 o r2 c2 (property chain),FAKEURI_0000088,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_34778
651,3,s r1 o r2 c2 (property chain),FAKEURI_0000084,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30200
652,3,s r1 o r2 c2 (property chain),FAKEURI_0000084,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28499
653,3,s r1 o r2 c2 (property chain),FAKEURI_0000085,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30200
654,3,s r1 o r2 c2 (property chain),FAKEURI_0000085,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28499
655,3,s r1 o r2 c2 (property chain),FAKEURI_0000086,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30200
656,3,s r1 o r2 c2 (property chain),FAKEURI_0000086,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28499
657,3,s r1 o r2 c2 (property chain),FAKEURI_0000087,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30200
658,3,s r1 o r2 c2 (property chain),FAKEURI_0000087,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28499
659,3,s r1 o r2 c2 (property chain),FAKEURI_0000088,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30200
660,3,s r1 o r2 c2 (property chain),FAKEURI_0000088,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28499
661,3,s r1 o r2 c2 (property chain),FAKEURI_0000089,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000239
662,3,s r1 o r2 c2 (property chain),FAKEURI_0000089,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_18139
663,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_17295
664,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28631
665,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_17895
666,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_32980
667,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16828
668,3,s r1 o r2 c2 (property chain),NCBITaxon_471871,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_43580
669,3,s r1 o r2 c2 (property chain),NCBITaxon_1073365,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16828
670,3,s r1 o r2 c2 (property chain),NCBITaxon_1073365,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_43580
671,3,s r1 o r2 c2 (property chain),FAKEURI_0000090,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16828
672,3,s r1 o r2 c2 (property chain),FAKEURI_0000090,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_43580
673,3,s r1 o r2 c2 (property chain),NCBITaxon_1073356,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16828
674,3,s r1 o r2 c2 (property chain),NCBITaxon_1073356,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_43580
675,3,s r1 o r2 c2 (property chain),NCBITaxon_1073355,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16828
676,3,s r1 o r2 c2 (property chain),NCBITaxon_1073355,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_43580
677,3,s r1 o r2 c2 (property chain),NCBITaxon_1309,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30817
678,3,s r1 o r2 c2 (property chain),NCBITaxon_1309,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_88290
679,3,s r1 o r2 c2 (property chain),NCBITaxon_84112,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_30817
680,3,s r1 o r2 c2 (property chain),NCBITaxon_84112,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_88290
681,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_67991
682,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_77147
683,3,s r1 o r2 c2 (property chain),NCBITaxon_394229,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_67991
684,3,s r1 o r2 c2 (property chain),NCBITaxon_394229,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_77147
685,3,s r1 o r2 c2 (property chain),FAKEURI_0000092,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_67991
686,3,s r1 o r2 c2 (property chain),FAKEURI_0000092,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_77147
687,3,s r1 o r2 c2 (property chain),NCBITaxon_394229,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_77147
688,3,s r1 o r2 c2 (property chain),NCBITaxon_394229,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_75950
689,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_77147
690,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_75950
691,3,s r1 o r2 c2 (property chain),FAKEURI_0000092,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_67990
692,3,s r1 o r2 c2 (property chain),FAKEURI_0000092,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_172776
693,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_67990
694,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_172776
695,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_172776
696,3,s r1 o r2 c2 (property chain),FAKEURI_0000091,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_76237
697,3,s r1 o r2 c2 (property chain),FAKEURI_0000093,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_79
698,3,s r1 o r2 c2 (property chain),FAKEURI_0000093,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000240
699,3,s r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_37739
700,3,s r1 o r2 c2 (property chain),FAKEURI_0000094,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_2181
701,3,s r1 o r2 c2 (property chain),FAKEURI_0000094,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17272
702,3,s r1 o r2 c2 (property chain),FAKEURI_0000094,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28831
703,3,s r1 o r2 c2 (property chain),FAKEURI_0000094,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17968
704,3,s r1 o r2 c2 (property chain),NCBITaxon_47678,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
705,3,s r1 o r2 c2 (property chain),NCBITaxon_1506,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
706,3,s r1 o r2 c2 (property chain),NCBITaxon_562,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
707,3,s r1 o r2 c2 (property chain),FAKEURI_0000095,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
708,3,s r1 o r2 c2 (property chain),FAKEURI_0000096,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
709,3,s r1 o r2 c2 (property chain),FAKEURI_0000097,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
710,3,s r1 o r2 c2 (property chain),NCBITaxon_2053618,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000241
711,3,s r1 o r2 c2 (property chain),NCBITaxon_47678,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
712,3,s r1 o r2 c2 (property chain),NCBITaxon_1506,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
713,3,s r1 o r2 c2 (property chain),NCBITaxon_562,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
714,3,s r1 o r2 c2 (property chain),FAKEURI_0000095,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
715,3,s r1 o r2 c2 (property chain),FAKEURI_0000096,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
716,3,s r1 o r2 c2 (property chain),FAKEURI_0000097,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
717,3,s r1 o r2 c2 (property chain),NCBITaxon_2053618,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_10980
718,3,s r1 o r2 c2 (property chain),NCBITaxon_742742,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
719,3,s r1 o r2 c2 (property chain),NCBITaxon_742742,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_24996
720,3,s r1 o r2 c2 (property chain),NCBITaxon_742742,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_30089
721,3,s r1 o r2 c2 (property chain),NCBITaxon_742742,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_15740
722,3,s r1 o r2 c2 (property chain),NCBITaxon_626935,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
723,3,s r1 o r2 c2 (property chain),NCBITaxon_626935,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_15740
724,3,s r1 o r2 c2 (property chain),FAKEURI_0000098,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
725,3,s r1 o r2 c2 (property chain),FAKEURI_0000098,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_30031
726,3,s r1 o r2 c2 (property chain),FAKEURI_0000098,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_30089
727,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_65460
728,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_16243
729,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_16243
730,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17558
731,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_68352
732,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_28529
733,3,s r1 o r2 c2 (property chain),NCBITaxon_1266601,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000242
734,3,s r1 o r2 c2 (property chain),NCBITaxon_411468,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
735,3,s r1 o r2 c2 (property chain),NCBITaxon_411468,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_16236
736,3,s r1 o r2 c2 (property chain),NCBITaxon_411468,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_30089
737,3,s r1 o r2 c2 (property chain),NCBITaxon_411468,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_15740
738,3,s r1 o r2 c2 (property chain),NCBITaxon_411468,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_18276
739,3,s r1 o r2 c2 (property chain),FAKEURI_0000099,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17272
740,3,s r1 o r2 c2 (property chain),FAKEURI_0000100,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
741,3,s r1 o r2 c2 (property chain),FAKEURI_0000100,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_16135
742,3,s r1 o r2 c2 (property chain),FAKEURI_0000100,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17968
743,3,s r1 o r2 c2 (property chain),FAKEURI_0000101,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_4167
744,3,s r1 o r2 c2 (property chain),FAKEURI_0000101,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_16135
745,3,s r1 o r2 c2 (property chain),FAKEURI_0000101,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,CHEBI_17968
746,3,s r1 o r2 c2 (property chain),FAKEURI_0000102,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_90
747,3,s r1 o r2 c2 (property chain),FAKEURI_0000102,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000243
748,3,s r1 o r2 c2 (property chain),FAKEURI_0000102,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_33992
749,3,s r1 o r2 c2 (property chain),FAKEURI_0000102,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_15600
750,3,s r1 o r2 c2 (property chain),FAKEURI_0000102,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000215
751,3,s r1 o r2 c2 (property chain),FAKEURI_0000103,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_90
752,3,s r1 o r2 c2 (property chain),FAKEURI_0000103,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000243
753,3,s r1 o r2 c2 (property chain),FAKEURI_0000103,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,CHEBI_15600
754,3,s r1 o r2 c2 (property chain),FAKEURI_0000103,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000215
755,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000243
756,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000244
757,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000245
758,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000246
759,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000247
760,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000248
761,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000249
762,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000250
763,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000251
764,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000252
765,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000253
766,3,s r1 o r2 c2 (property chain),FAKEURI_0000104,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000254
767,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000243
768,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000244
769,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000245
770,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000246
771,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000247
772,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000248
773,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000249
774,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000250
775,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000251
776,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000252
777,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000253
778,3,s r1 o r2 c2 (property chain),NCBITaxon_411475,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000254
779,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000243
780,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000244
781,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000245
782,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000246
783,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000247
784,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000248
785,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000249
786,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000250
787,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,RO_0002429,,RO_0004007,FAKEURI_0000251
788,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000252
789,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000253
790,3,s r1 o r2 c2 (property chain),FAKEURI_0000105,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_9606,and,BFO_0000067,,RO_0002234,FAKEURI_0000254
