Pattern ID,Pattern,MB Pattern Type,S,R1,a,C2,b,R1,c,C3,d,P,e,E1,C1
1043,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_391904,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_18101
1044,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_261299,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16828
1045,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_261299,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_29750
1046,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_261299,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_24813
1047,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_261299,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000265
1048,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_261299,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000264
1049,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16828
1050,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16411
1051,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000264
1052,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_18101
1053,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000125,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16828
1054,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000125,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16411
1055,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000125,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000264
1056,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000125,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_18101
1057,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000122,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30851
1058,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000122,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_50392
1059,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_657318,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30851
1060,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_657318,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_50392
1061,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000123,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30851
1062,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000123,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_50392
1063,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000126,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30089
1064,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000126,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1065,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000127,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30089
1066,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000127,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17968
1067,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16919
1068,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_27823
1069,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_15760
1070,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16414
1071,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17191
1072,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16755
1073,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_9907
1074,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_60954
1075,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17768
1076,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17203
1077,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_85533
1078,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16359
1079,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_28834
1080,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_63153
1081,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_1098
1082,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_139134
1083,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1263,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_133661
1084,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1485,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17368
1085,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16919
1086,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17645
1087,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17604
1088,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_63153
1089,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_70984
1090,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_139134
1091,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000266
1092,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_58876
1093,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_50713
1094,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000267
1095,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000268
1096,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_186803,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000269
1097,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_375288,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_60954
1098,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_375288,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17203
1099,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_375288,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000270
1100,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16919
1101,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_16755
1102,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17645
1103,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_85533
1104,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17604
1105,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_63153
1106,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_70984
1107,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_139134
1108,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000266
1109,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_58876
1110,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_50713
1111,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000268
1112,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_541000,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000269
1113,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_572511,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17191
1114,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_572511,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_81610
1115,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_572511,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000270
1116,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1505657,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_60954
1117,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1505657,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17203
1118,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1505657,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_81610
1119,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1505657,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000270
1120,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1649459,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_60954
1121,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1649459,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17203
1122,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1649459,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000270
1123,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33039,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_4167
1124,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33039,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30089
1125,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000128,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_4167
1126,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000128,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30089
1127,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000129,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_4167
1128,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000129,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30089
1129,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000128,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_15740
1130,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33039,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_24996
1131,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000128,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_24996
1132,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_4167
1133,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17968
1134,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_41978,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_2181
1135,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_41978,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1136,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000130,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_2181
1137,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000130,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1138,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_2181
1139,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1140,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1491,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1141,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1491,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1142,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000131,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1143,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000131,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1144,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_991789,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1145,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_991789,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1146,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33030,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1147,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33030,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1148,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_411474,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1149,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_411474,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1150,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_68766,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1151,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_68766,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1152,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000132,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1153,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000132,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1154,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_157907,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1155,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_157907,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1156,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1121323,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1157,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1121323,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1158,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_470146,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1159,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_470146,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1160,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_2023260,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_78320
1161,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_2023260,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1162,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_411474,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_15740
1163,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_470146,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_15740
1164,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1064535,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_37080
1165,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_1064535,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1166,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_991789,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_37080
1167,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000132,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_37080
1168,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000132,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17968
1169,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000133,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000271
1170,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000133,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1171,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_622312,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,FAKEURI_0000271
1172,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_29466,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30031
1173,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_29466,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1174,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33025,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30031
1175,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_33025,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1176,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_39778,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30031
1177,3,c1 and r1 o r2 c2 (property chain),NCBITaxon_39778,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_17272
1178,3,c1 and r1 o r2 c2 (property chain),FAKEURI_0000134,RO_0001025,o,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,BFO_0000067,,RO_0002234,CHEBI_30031
